coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location
Colombia Cafe La Granja Pink Bourbon;96.0;Jersey City, New Jersey;Caicedonia, Valle del Cauca Department, Colombia;Light;$35.00/125 grams;62.0;88.0;28;1.2345679012345678;Colombia;jersey city, new jersey
Colombia Cafe La Granja Sudan Rume Natural;95.0;Jersey City, New Jersey;Caicedonia, Valle del Cauca Department, Colombia;Light;$35.00/125 grams;66.0;92.0;28;1.2345679012345678;Colombia;jersey city, new jersey
Panama Tierra Blanca C-5 Geisha Washed BOP-GW-05;97.0;Taipei, Taiwan;Boquete growing region, western Panama;Light;$700/4 ounces;64.0;88.0;617,28;700.0;Panama;taipei, taiwan
Kenya AA Kangiri New Irati;95.0;Barronett, Wisconsin;Kigumo growing region, Muranga County, Kenya;Light;$19.00/12 ounces;66.0;84.0;5,59;19.0;Kenya;barronett, wisconsin
Costa Rica Central Valley Honey Geisha;94.0;Barronett, Wisconsin;Alajuela, Central Valley, Costa Rica;Light;$16.00/6 ounces;62.0;80.0;9,41;16.0;Rica;barronett, wisconsin
Ethiopia Sidama Bombe G1 Washed;94.0;Barronett, Wisconsin;Sidamo growing region, southern Ethiopia;Light;$19.00/12 ounces;64.0;84.0;5,59;19.0;Ethiopia;barronett, wisconsin
Kenya AA Aries Return Espresso;96.0;Taoyuan, Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $950/8 ounces;44.0;60.0;418,87;950.0;Kenya;taoyuan, taiwan
Kenya All’s Well Peaberry Espresso;96.0;Taoyuan, Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $900/8 ounces;46.0;72.0;396,83;900.0;Kenya;taoyuan, taiwan
Espresso No. 6 Finca San José Ocaña;96.0;Antigua Guatemala, Guatemala;San Juan Sacatepéquez, Antigua Department, Guatemala;Medium;$25.00/12 ounces;50.0;64.0;7,35;25.0;Guatemala;antigua guatemala, guatemala
Kahiko Orange;98.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$99.95/8 ounces;54.0;84.0;44,07;99.95;;holualoa, hawai’i
Kenya Washed Kiambu Yara Estate PB TOP;97.0;Chia-Yi, Taiwan;Ruiru, Kiambu County, south-central Kenya;Medium Light;NT $300/4 ounces;58.0;80.0;264,55;300.0;Kenya;chia-yi, taiwan
Kona Orange;96.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Light;$79.95/8 ounces;58.0;84.0;35,25;79.95;;holualoa, hawai’i
Colombia Wilton Benitez Sudan Rume;96.0;Fort Wayne, Indiana;Piendamo, Cauca Department, Colombia;Light;$29.00/8 ounces;64.0;84.0;12,79;29.0;Colombia;fort wayne, indiana
Ethiopia Washed Gute 74110 Lot JH;95.0;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $480/8 ounces;60.0;82.0;211,64;480.0;Ethiopia;chia-yi, taiwan
Ethiopia Natural Sidama Bura Karamo 74158;95.0;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $480/8 ounces;57.0;88.0;211,64;480.0;Ethiopia;chia-yi, taiwan
Taiwan Honey Alishan Ming Yang Yuan Gesha;95.0;Chia-Yi, Taiwan;Alishan, Taiwan;Light;NT $1,110/4 ounces;62.0;84.0;0,88;;Taiwan;chia-yi, taiwan
Kenya Washed Kiambu AB TOP Lot Yerihar;94.0;Chia-Yi, Taiwan;Kiambu County, south-central Kenya;Medium Light;NT $350/8 ounces;58.0;78.0;154,32;350.0;Kenya;chia-yi, taiwan
Kenya Ibonia Estate;95.0;Lexington, Virginia;Kiambu County, Kenya;Medium Light;$24.00/12 ounces;58.0;80.0;7,05;24.0;Kenya;lexington, virginia
Ethiopia Worka Sakaro;94.0;Lexington, Virginia;Gedeb District, Gedeo Zone, southern Ethiopia;Light;$27.00/12 ounces;62.0;86.0;7,94;27.0;Ethiopia;lexington, virginia
Guatemala Washed Huehuetenango Joya Verde;94.0;Chia-Yi, Taiwan;Huehuetenango, Guatemala;Medium Light;NT $260/8 ounces;56.0;74.0;114,64;260.0;Guatemala;chia-yi, taiwan
Ethiopia Washed Guji Uraga Tebe Burka;94.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $330/8 ounces;58.0;80.0;145,5;330.0;Ethiopia;chia-yi, taiwan
Ethiopia Natural Sidama ALO Village SKY Project FL;94.0;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Medium Light;NT $490/4 ounces;60.0;77.0;432,1;490.0;Ethiopia;chia-yi, taiwan
Taiwan Natural Alishan Chi Tsai Liu Li Ecological Farm;94.0;Chia-Yi, Taiwan;Alishan, Taiwan;Medium Light;NT $1,100/4 ounces;60.0;77.0;0,88;;Taiwan;chia-yi, taiwan
Wilton Benitez SL28;96.0;Madison, Wisconsin;Piendamo, Cauca Department, Colombia;Medium Light;$33.00/8 ounces;58.0;82.0;14,55;33.0;Colombia;madison, wisconsin
Kolla Bolcha #6 Ethiopia;94.0;Madison, Wisconsin;Agaro, Oromia region, Ethiopia;Medium Light;$20.00/12 ounces;60.0;79.0;5,88;20.0;Ethiopia;madison, wisconsin
Bener Meriah Sumatra;94.0;Madison, Wisconsin;Aceh, Sumatra, Indonesia;Medium Light;$20.00/12 ounces;59.0;77.0;5,88;20.0;Indonesia;madison, wisconsin
Yemen Haraaz;96.0;San Diego, California;Sharqi, Haraaz, Yemen;Light;$40.00/250 grams;60.0;82.0;16;1.4109347442680775;Yemen;san diego, california
Ethiopia Yirgacheffe Hama Honey;95.0;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $600/227 grams;59.0;81.0;264,32;21.164021164021165;Ethiopia;taipei city, taiwan
Colombia Finca Santuario Red Bourbon Natural;95.0;Taipei City, Taiwan;Cauca Department, Colombia;Light;NT $600/227 grams;62.0;94.0;264,32;21.164021164021165;Colombia;taipei city, taiwan
Ethiopia Yirgacheffe Gutiti Gargari Natural;94.0;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $450/227 grams;60.0;77.0;198,24;15.873015873015872;Ethiopia;taipei city, taiwan
130 Blend;94.0;San Diego, California;"Guatemala; Ethiopia";Medium Light;$19.00/12 ounces;55.0;79.0;5,59;19.0;Ethiopia;san diego, california
Ethiopia Bench Maji Gori Gesha ORO Yeast Natural G1;94.0;Tainan, Taiwan;Bench-Maji Zone, southern Ethiopia;Medium Light;NT 780/227 grams;55.0;79.0;343,61;27.513227513227513;Ethiopia;tainan, taiwan
Fruits Melody;94.0;Chia-Yi, Taiwan;Ethiopia;Light;NT $390/227 grams;65.0;81.0;171,81;13.756613756613756;Ethiopia;chia-yi, taiwan
Kenya Melwa AA Washed;94.0;Tainan, Taiwan;Nyeri growing region, south-central Kenya;Light;NT $480/227 grams;64.0;88.0;211,45;16.93121693121693;Kenya;tainan, taiwan
Colombia Wilton Benitez Thermal Shock Red Bourbon;94.0;Chicago, Illinois;Piendamo, Cauca Department, Colombia;Light;$38.00/8 ounces;60.0;83.0;16,75;38.0;Colombia;chicago, illinois
Panama Elida Estate Geisha Natural ASD T3D Auction Lot EG6;97.0;Taipei, Taiwan;Boquete growing region, western Panama;Light;$80.00/4 ounces;66.0;84.0;70,55;80.0;Panama;taipei, taiwan
El Salvador La Providencia Maria Pacas Bernadina Honey;95.0;San Diego, California;Los Naranjos, Juayua, Sonsonate, El Salvador;Light;$39.25/12 ounces;62.0;84.0;11,54;39.25;Salvador;san diego, california
Colombia El Vergel Martha Montenegro Rubi Marti Anaerobic;95.0;San Diego, California;Tolima Department, Colombia;Light;$47.25/12 ounces;66.0;90.0;13,89;47.25;Colombia;san diego, california
Ethiopia West Arsi Washed G1;95.0;Taipei, Taiwan;Guji Zone, southern Ethiopia;Light;NT $550/225 grams;64.0;88.0;244,44;19.400352733686066;Ethiopia;taipei, taiwan
Ethiopia Washed Yirgacheffe Chelbesa SNNPR Gedeo G1;94.0;Taichung, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $480/8 ounces;64.0;84.0;211,64;480.0;Ethiopia;taichung, taiwan
Colombia Lulo Wonka Wonka & Sebastian Gomez;96.0;Cleveland, Tennessee;Colombia;Light;$19.99/8 ounces;64.0;86.0;8,81;19.99;Colombia;cleveland, tennessee
Colombia Finca La Reserva;94.0;Cleveland, Tennessee;Antioquia Department, Colombia;Light;$19.99/8 ounces;64.0;84.0;8,81;19.99;Colombia;cleveland, tennessee
Ethiopia Washed Ayla Bombe;94.0;Livingston, Montana;Sidamo growing region, southern Ethiopia;Medium Light;$19.00/12 ounces;59.0;79.0;5,59;19.0;Ethiopia;livingston, montana
Ethiopia Mr. Ocholo Bedecho;95.0;Lexington, Virginia;Haro Wachu, Uraga, Guji Zone, Oromia Region, Ethiopia;Light;$22.00/12 ounces;58.0;84.0;6,47;22.0;Ethiopia;lexington, virginia
Colombia Pink Champagne El Mirador Blend;94.0;Reno, Nevada;Huila Department, Colombia;Light;$29.00/10 ounces;66.0;93.0;10,23;29.0;Colombia;reno, nevada
Guatemala El Injerto Malawi Geisha Washed;95.0;Yilan, Taiwan;Huehuetenango Department, Guatemala;Light;NT $950/100 grams;69.0;88.0;950;33.50970017636684;Guatemala;yilan, taiwan
Guatemala El Injerto Legendary Geisha Natural Lot E1-06;94.0;Taipei, Taiwan;Huehuetenango Department, Guatemala;Light;$23.67/4 ounces;60.0;88.0;20,87;23.67;Guatemala;taipei, taiwan
Guatemala Washed Finca La Hermosa Gesha Peaberry;94.0;Chia-Yi, Taiwan;Acatenango growing region, Guatemala;Medium Light;$21.95/4 ounces;56.0;84.0;19,36;21.95;Guatemala;chia-yi, taiwan
Qunqana Ethiopia;95.0;Madison, Wisconsin;Sidamo growing region, Ethiopia;Light;$23.00/12 ounces;63.0;81.0;6,76;23.0;Ethiopia;madison, wisconsin
Finca La Reserva Colombia Gesha Honey;95.0;Madison, Wisconsin;Ciudad Bolivar, Antioquia Department, Colombia;Medium Light;$22.00/8 ounces;59.0;77.0;9,7;22.0;Colombia;madison, wisconsin
Ethiopia Ayla Bombe;96.0;Fort Wayne, Indiana;Sidamo growing region, southern Ethiopia;Medium Light;$20.00/12 ounces;61.0;78.0;5,88;20.0;Ethiopia;fort wayne, indiana
Ethiopia Arbegona Yaye Washed;95.0;Fort Wayne, Indiana;Chericho, Sidamo growing region, Ethiopia;Light;$24.00/12 ounces;62.0;80.0;7,05;24.0;Ethiopia;fort wayne, indiana
Sumatra Putra Gayo Natural;94.0;Fort Wayne, Indiana;Aceh Province, Sumatra, Indonesia;Medium Light;$23.00/12 ounces;60.0;79.0;6,76;23.0;Indonesia;fort wayne, indiana
El Salvador Finca Plan del Hoyo Microlot;94.0;Peoria, Illinois;Llamatepec, Apaneca growing region, El Salvador;Medium Light;$16.00/12 ounces;60.0;77.0;4,7;16.0;Salvador;peoria, illinois
Kenya Kichwa Tembo;94.0;Chicago, Illinois;Kenya;Medium Light;$28.00/12 ounces;59.0;81.0;8,23;28.0;Kenya;chicago, illinois
Ethiopia Sidama Alice Orchard Natural G1;95.0;Tainan, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $550/227 grams;64.0;86.0;242,29;19.400352733686066;Ethiopia;tainan, taiwan
Colombia Fruit Loops Gesha Washed;94.0;Long Island City, New York;Huila Department, Colombia;Light;$37.99/6 ounces;65.0;89.0;22,33;37.99;Colombia;long island city, new york
Kenya Gachatha AA Top;94.0;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Light;NT $309/8 ounces;62.0;80.0;136,24;309.0;Kenya;taipei, taiwan
Ethiopia Bench-Maji Lucy Station Geisha Washed;94.0;Taipei, Taiwan;Bench-Maji Zone, southern Ethiopia;Light;NT $339/8 ounces;64.0;84.0;149,47;339.0;Ethiopia;taipei, taiwan
Ethiopia Yirgacheffe Lalisa Black Honey TOH#2;94.0;Taipei, Taiwan;Gedeb District, Gedeo Zone, Ethiopia;Light;NT $449/8 ounces;66.0;90.0;197,97;449.0;Ethiopia;taipei, taiwan
Panama Hacienda La Esmeralda Nano GIGANTE 4FC-N Geisha Washed;97.0;Yilan, Taiwan;Cañas Verdes, Boquete, Panama;Light;NT $1200/20 grams;62.0;84.0;6000;42.32804232804233;Panama;yilan, taiwan
Kenya Washed Kiambu AA;96.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium;NT $290/8 ounces;47.0;69.0;127,87;290.0;Kenya;chia-yi, taiwan
Kenya Washed Kiambu Maganjo AA TOP;95.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $350/8 ounces;58.0;82.0;154,32;350.0;Kenya;chia-yi, taiwan
Ethiopia Washed Yirgacheffe Botabaa Lot;95.0;Chia-Yi, Taiwan;Gedeo Zone, SNNPR, southern Ethiopia;Light;NT $330/8 ounces;62.0;84.0;145,5;330.0;Ethiopia;chia-yi, taiwan
Ecuador Galo Morales;94.0;Fort Wayne, Indiana;San Jose de Minas, Pichincha, Ecuador;Light;$20.00/.8 ounces;64.0;86.0;8,82;20.0;Ecuador;fort wayne, indiana
Orange Bourbon Natural;95.0;Pahala, Hawaii;Ka‘ū growing district, Big Island of Hawai’i;Light;$35.00/8 ounces;64.0;88.0;15,43;35.0;;pahala, hawaii
Ethiopia Yirgacheffe Huke Premium Washed G1;95.0;Barronett, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Light;$21.00/12 ounces;64.0;82.0;6,17;21.0;Ethiopia;barronett, wisconsin
Ethiopia Yirgacheffe Huke Premium Natural G1;94.0;Barronett, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Light;$21.00/12 ounces;62.0;80.0;6,17;21.0;Ethiopia;barronett, wisconsin
Colombia El Vergel #1;94.0;Plymouth, Massachusetts;Huila Department, Colombia;Light;$15.00/12 ounces;64.0;86.0;4,41;15.0;Colombia;plymouth, massachusetts
Ethiopia Sidama Bensa;94.0;Taitung, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $350/200 grams;65.0;87.0;175;12.345679012345679;Ethiopia;taitung, taiwan
Ethiopia Guji Rosechee Washed G1;94.0;Tainan, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Light;NT $600/227 grams;66.0;88.0;264,32;21.164021164021165;Ethiopia;tainan, taiwan
Ethiopia Bench-Maji Lucy Geisha;94.0;Taitung, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $380/200 grams;66.0;84.0;190;13.403880070546737;Ethiopia;taitung, taiwan
Ethiopia Oromi Guji Hamela Wamena Tirtira Goyo Natural G1;95.0;Taichung, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $480/8 ounces;66.0;88.0;211,64;480.0;Ethiopia;taichung, taiwan
Acacia Hills Geisha;96.0;Madison, Wisconsin;Karatu, Oldeani Region, Tanzania;Medium Light;$24.00/8 ounces;58.0;80.0;10,58;24.0;Tanzania;madison, wisconsin
Nsoga Iweyza Tanzania;95.0;Madison, Wisconsin;Mbeya, Tanzania;Medium Light;$24.00/8 ounces;57.0;77.0;10,58;24.0;Tanzania;madison, wisconsin
Wilton Benitez Java;96.0;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Light;$20.00/8 ounces;59.0;93.0;8,82;20.0;Colombia;madison, wisconsin
Ethiopia Guji Narcissus Washed G1;94.0;Tainan, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Light;NT $580/227 grams;63.0;82.0;255,51;20.458553791887123;Ethiopia;tainan, taiwan
Asobombo Colombia;94.0;Madison, Wisconsin;Pitalito, Huila Department, Colombia;Light;$20.00/12 ounces;63.0;85.0;5,88;20.0;Colombia;madison, wisconsin
Panama Hacienda La Esmeralda Special Nano Geisha Gigante Washed Euphora Lot;96.0;Taipei, Taiwan;Boquete growing region, western Panama;Light;$90.00/4 ounces;66.0;88.0;79,37;90.0;Panama;taipei, taiwan
Costa Rica Las Lajas Black Diamond Bourbon;95.0;Charlotte, North Carolina;Sabanilla de Alajuela, Central Valley, Costa Rica;Light;$28.00/12 ounces;72.0;102.0;8,23;28.0;Rica;charlotte, north carolina
Colombia Wilton Benitez Red Bourbon;94.0;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$31.00/250 grams;66.0;88.0;12,4;1.09347442680776;Colombia;jersey city, new jersey
Colombia Wilton Benitez Yellow Bourbon;94.0;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$31.00/250 grams;65.0;90.0;12,4;1.09347442680776;Colombia;jersey city, new jersey
Colombia Wilton Benitez Gesha Thermal Shock Wine Yeast;96.0;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$31.00/125 grams;68.0;92.0;24,8;1.09347442680776;Colombia;jersey city, new jersey
Colombia Wilton Benitez Striped Bourbon Thermal Shock;95.0;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$31.00/125 grams;65.0;92.0;24,8;1.09347442680776;Colombia;jersey city, new jersey
Ethiopia Mulish;94.0;Sacramento, California;Guji Zone, Oromia region, Ethiopia;Medium Light;$25.50/12 ounces;58.0;78.0;7,5;45802,00;Ethiopia;sacramento, california
Ethiopia Gesha Village Oma Gesha 1931 Natural;96.0;Taipei, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $799/100 grams;59.0;83.0;799;28.183421516754848;Ethiopia;taipei, taiwan
Ethiopia Djimma Limu Gummay Baby Geisha Washed;95.0;Taipei, Taiwan;Djimma Limu, Oromia Region, southern Ethiopia;Light;NT $359/8 ounces;64.0;88.0;158,29;359.0;Ethiopia;taipei, taiwan
Ethiopia Yirgacheffe Kochere Halo Hartume Washed G1;94.0;Taipei, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $560/220 grams;64.0;86.0;254,55;19.753086419753085;Ethiopia;taipei, taiwan
Ethiopia Guji Bule Hambela TOH#1;94.0;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $599/8 ounces;57.0;76.0;264,11;599.0;Ethiopia;taipei, taiwan
Ethiopia Natural Sidama Bensa Blue Donkey 24/1;96.0;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Medium Light;NT $350/8 ounces;60.0;77.0;154,32;350.0;Ethiopia;chia-yi, taiwan
Peru Washed Los Santos Farm Gesha;95.0;Chia-Yi, Taiwan;Lonya Grande, Utcubamba Province, Peru;Light;NT $450/8 ounces;64.0;84.0;198,41;450.0;Peru;chia-yi, taiwan
Peru Black Honey Los Santos Farm Gesha;94.0;Chia-Yi, Taiwan;Lonya Grande, Utcubamba Province, Peru;Light;NT $410/8 ounces;64.0;88.0;180,78;410.0;Peru;chia-yi, taiwan
Nyeri Hill Kenya;94.0;Madison, Wisconsin;Nyeri growing region, south-central Kenya;Medium Light;$23.00/12 ounces;58.0;76.0;6,76;23.0;Kenya;madison, wisconsin
Colombia Tabi La Roca;94.0;Chicago, Illinois;Armenia, Quindio Department, Colombia;Light;$51.00/12 ounces;57.0;87.0;14,99;51.0;Colombia;chicago, illinois
Ethiopia Sidama West Arsi Nansebo Natural G1;95.0;Tainan City, Taiwan;Guji Zone, southern Ethiopia;Light;NT $480/227 grams;58.0;86.0;211,45;16.93121693121693;Ethiopia;tainan city, taiwan
Ethiopia Moonlight Delight Wine Process Natural;94.0;Tainan City, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $750/227 grams;66.0;88.0;330,4;26.455026455026452;Ethiopia;tainan city, taiwan
Colombia Caldas Twilight Geisha Natural;94.0;Tainan City, Taiwan;Caldas, Colombia;Light;NT $750/227 grams;58.0;86.0;330,4;26.455026455026452;Colombia;tainan city, taiwan
Wilton Benitez Orange Bourbon;95.0;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Light;$25.00/8 ounces;63.0;81.0;11,02;25.0;Colombia;madison, wisconsin
Costa Rica Tarrazú Tirra;94.0;Fort Wayne, Indiana;San Marcos, Tarrazú growing region, Costa Rica;Medium Light;$24.00/12 ounces;58.0;82.0;7,05;24.0;Rica;fort wayne, indiana
Kona Maragogype;94.0;Pahala, Hawaii;Pahala, Hawaii;Medium Light;$37.00/7 ounces;56.0;76.0;18,64;37.0;Hawaii;pahala, hawaii
Ethiopia Natural Sidama Bensa Bombe;95.0;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Medium Light;NT $280/8 ounces;58.0;77.0;123,46;280.0;Ethiopia;chia-yi, taiwan
Ethiopia Washed Bench Maji Baby Lucy Gesha;94.0;Chia-Yi, Taiwan;Bench Maji Zone, southern Ethiopia;Light;NT $300/8 ounces;64.0;86.0;132,28;300.0;Ethiopia;chia-yi, taiwan
Taiwan Natural Meishan Ching-Ye Farm Lot 0116;94.0;Chia-Yi, Taiwan;Meishan, Chia-Yi, Taiwan;Light;NT $400/4 ounces;62.0;80.0;352,73;400.0;Taiwan;chia-yi, taiwan
Brazil Ipanema Premier Cru Cherry Cold Drip;94.0;Yilan, Taiwan;Southern Minas Gerais, Brazil;;NT $200/150 ml bottle;0.0;0.0;133,33;;Brazil;yilan, taiwan
Gesha Spirits;96.0;San Diego, California;Huila Department, Colombia;Light;$37.00/8 ounces;64.0;88.0;16,31;37.0;Colombia;san diego, california
Colombia El Jardin Anaerobic Natural;94.0;Durango, Colorado;Chinchina, Caldas Department, Colombia;Medium Light;$20.95/12 ounces;59.0;81.0;6,16;20.95;Colombia;durango, colorado
Colombia Los Nogales Yellow Bourbon;94.0;Osaka, Japan;;Light;$28.00/150 grams;63.0;86.0;18,67;0.9876543209876543;;osaka, japan
Ethiopia Chelba Natural;94.0;Taitung, Taiwan;Chelba Station , Yirgacheffe, Gedeo Zone, SNNPR,Ethiopia;Medium Light;NT $350/200 grams;51.0;80.0;175;12.345679012345679;Ethiopia;taitung, taiwan
Tanzania Karatu Acacia Hills Geisha Washed AB Espresso;94.0;Zhubei, Taiwan;Karatu, Oldeani growing region, Tanzania;Medium Light;NT $399/100 grams;58.0;80.0;399;14.074074074074073;Tanzania;zhubei, taiwan
Las Margaritas Geisha Honey;95.0;Madison, Wisconsin;Caicendonia, Valle Del Cauca, Colombia;Light;$25.00/8 ounces;62.0;84.0;11,02;25.0;Colombia;madison, wisconsin
Colombia Papayo;94.0;San Diego, California;Huila Department, Colombia;Light;$30.00/12 ounces;62.0;86.0;8,82;30.0;Colombia;san diego, california
Las Margaritas Sudan Rume Natural;94.0;Madison, Wisconsin;Caicendonia, Valle Del Cauca, Colombia;Medium Light;$40.00/8 ounces;59.0;82.0;17,64;40.0;Colombia;madison, wisconsin
Colombia Green Apple Castillo;94.0;Chicago, Illinois;Armenia, Quindio Department, Colombia;Light;$42.00/8 ounces;63.0;86.0;18,52;42.0;Colombia;chicago, illinois
Colombia La Palma Y Tucán Heroes Series Geisha;94.0;Cleveland, Tennessee;Cundinamarca Department, central Colombia;Light;$28.99/8 ounces;64.0;97.0;12,78;28.99;Colombia;cleveland, tennessee
Ethiopia Sidamo Bensa Anaerobic Washed;94.0;Taipei, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $319/12 ounces;59.0;94.0;93,77;319.0;Ethiopia;taipei, taiwan
Ethiopia Sidama Orange Blossom Washed G1;94.0;Tainan City, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $500/227 grams;64.0;82.0;220,26;17.636684303350968;Ethiopia;tainan city, taiwan
Ethiopia Washed Sidama Bensa Single Variety 74158;94.0;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $600/227 grams;62.0;82.0;264,32;21.164021164021165;Ethiopia;taipei, taiwan
Guatemala Bella Carmona;94.0;Fort Wayne, Indiana;Antigua valley, Sacatepequez Department, Guatemala;Medium Light;$20.00/12 ounces;57.0;79.0;5,88;20.0;Guatemala;fort wayne, indiana
Wilton Benitez Sidra;95.0;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Light;$26.00/8 ounces;57.0;89.0;11,46;26.0;Colombia;madison, wisconsin
Putra Gayo Sumatra;94.0;Madison, Wisconsin;Aceh Province, Sumatra, Indonesia;Light;$23.00/12 ounces;60.0;88.0;6,76;23.0;Indonesia;madison, wisconsin
Colombia José Julián Giraldo Pink Bourbon Panela Sticky;95.0;Durham, North Carolina;Acevedo, Huila Department, Colombia;Light;$17.00/100 grams;65.0;89.0;17;0.599647266313933;Colombia;durham, north carolina
Kenya Gatirima AA;94.0;Durham, North Carolina;Kibugu, Embu County, Kenya;Light;$23.00/12 ounces;66.0;88.0;6,76;23.0;Kenya;durham, north carolina
Kenya Washed Kirinyaga Getuya AA Top;96.0;Chia-Yi, Taiwan;Kirinyaga District, south-central Kenya;Light;NT 360/8 ounces;62.0;80.0;158,73;360.0;Kenya;chia-yi, taiwan
Ethiopia Natural Sidama Espresso;95.0;Chia-Yi, Taiwan;Sidama growing region, southern Ethiopia;Light;NT 220/8 ounces;66.0;86.0;97;220.0;Ethiopia;chia-yi, taiwan
